Field=Category~String~Category~145|Field=Manufacturer 1~String~Manufacturer 1~111|Field=Manufacturer Part Number 1~String~Manufacturer Part Number 1~81|Field=Package / Case~String~Package / Case~40|Field=Description~String~Description~143|Field=Quantity~Integer~Quantity~28|Field=Supplier 1~String~Supplier 1~28|Field=Supplier Part Number 1~String~Supplier Part Number 1~27|Field=Supplier Order Qty 1~Integer~Supplier Order Qty 1~29|Field=Supplier Stock 1~Integer~Supplier Stock 1~29|Field=Supplier Unit Price 1~Float~Supplier Unit Price 1~29|Field=Supplier Subtotal 1~Float~Supplier Subtotal 1~29|Field=Supplier Currency 1~String~Supplier Currency 1~31|ReportField=Currency~USD|ReportField=ProductionQuantity~1000|ReportField=ProjectFileName~iMX6 Rex Development Baseboard V1I1.PrjPcb|ReportField=ProjectFullPath~S:\FEDEVEL\iMX6 Rex Development Baseboard\V1I1\iMX6 Rex Development Baseboard V1I1.PrjPcb|ReportField=Title~BOM Purchasing For Variant [Prototype] of Project [iMX6 Rex Development Baseboard V1I1.PrjPcb] (No PCB Document Selected)|ReportField=TotalQuantity~477|ReportField=ReportTime~10:41:42 AM|ReportField=ReportDate~12/3/2013|ReportField=ReportDateTime~12/3/2013 10:41:42 AM|ReportField=OutputName~BOM Purchasing|ReportField=OutputType~BOM_PartType|ReportField=GeneratorName~BOM|ReportField=GeneratorDescription~Bill of Materials|ReportField=VariantName~Prototype|ReportField=ClientCompanyName~FEDEVEL Academy|ReportField=ClientContactEmail~robert.feranec@fedevel.com|ReportField=ClientContactName~Robert Feranec|ReportField=ClientWebsite~http://www.fedevel.com/academy/|ReportField=Company~(c) 2013 FEDEVEL www.fedevel.com|ReportField=Project~iMX6 Rex Development Baseboard|ReportField=VersionRevision~V1I1|ReportField=Address1~|ReportField=Address2~|ReportField=Address3~|ReportField=Address4~|ReportField=ApprovedBy~|ReportField=Author~|ReportField=CheckedBy~|ReportField=CompanyName~FEDEVEL|ReportField=ConfigurationParameters~|ReportField=ConfiguratorName~|ReportField=CurrentDate~12/3/2013|ReportField=CurrentTime~10:40:57 AM|ReportField=Date~|ReportField=DocumentFullPathAndName~S:\FEDEVEL\iMX6 Rex Development Baseboard\V1I1\iMX6 Rex Development Baseboard V1I1 Project.SchDoc|ReportField=DocumentName~iMX6 Rex Development Baseboard V1I1 Project.SchDoc|ReportField=DocumentNumber~20|ReportField=DrawnBy~|ReportField=Engineer~|ReportField=ImagePath~|ReportField=IsUserConfigurable~|ReportField=ModifiedDate~11/7/2013|ReportField=Organization~FEDEVEL|ReportField=PageSetup~Record=PageOptions|CenterHorizontal=True|CenterVertical=True|PrintScale=1.07|XCorrection=1.00|YCorrection=1.00|PrintKind=1|BorderSize=5000000|LeftOffset=0|BottomOffset=0|Orientation=2|PaperLength=1000|PaperWidth=1000|Scale=100|PaperSource=7|PrintQuality=600|MediaType=1|DitherType=10|PaperKind=A3|PrintScaleMode=1|ReportField=ProjectName~iMX6 Rex Development Baseboard V1I1.PrjPcb|ReportField=Revision~V1I1|ReportField=Rule~|ReportField=SheetNumber~20|ReportField=SheetTotal~20|ReportField=Time~|ReportField=Title~|ReportField=VersionControl_RevNumber~|ReportField=DataSourceFileName~iMX6 Rex Development Baseboard V1I1.PrjPcb|ReportField=DataSourceFullPath~S:\FEDEVEL\iMX6 Rex Development Baseboard\V1I1\iMX6 Rex Development Baseboard V1I1.PrjPcb
Resistors|Yageo|RC0402FR-0712KL|0402 (1005 Metric)|RES 12.0K OHM 1/16W 1% 0402 SMD|1|Digi-Key|311-12.0KLRCT-ND|1000|112369|0|2.7|USD
Resistors|Yageo|RC0402FR-0715KL|0402 (1005 Metric)|RES 15.0K OHM 1/16W 1% 0402 SMD|3|Digi-Key|311-15.0KLRCT-ND|3000|244833|0|7.02|USD
Resistors|Yageo|RC0402FR-071KL|0402 (1005 Metric)|RES 1.00K OHM 1/16W 1% 0402 SMD|3|Digi-Key|311-1.00KLRCT-ND|3000|2287436|0|7.02|USD
Resistors|Yageo|RC0402FR-071ML|0402 (1005 Metric)|RES 1.00M OHM 1/16W 1% 0402 SMD|1|Digi-Key|311-1.00MLRCT-ND|1000|411113|0|2.7|USD
Resistors|Yageo|RC0402FR-071RL|0402 (1005 Metric)|RES 1.00 OHM 1/16W 1% 0402 SM|2|Digi-Key|311-1.00LRCT-ND|2000|104616|0|7.44|USD
Resistors|Yageo|RC0402FR-07200KL|0402 (1005 Metric)|RES 200K OHM 1/16W 1% 0402 SMD|11|Digi-Key|311-200KLRCT-ND|11000|158638|0|22.33|USD
Resistors|Yageo|RC0402FR-0727KL|0402 (1005 Metric)|RES 27.0K OHM 1/16W 1% 0402 SMD|1|Digi-Key|311-27.0KLRCT-ND|1000|75533|0|2.7|USD
Resistors|Yageo|RC0402FR-072K2L|0402 (1005 Metric)|RES 2.20K OHM 1/16W 1% 0402 SMD|4|Digi-Key|311-2.20KLRCT-ND|4000|338761|0|9.36|USD
Resistors|Yageo|RC0402FR-073K3L|0402 (1005 Metric)|RES 3.30K OHM 1/16W 1% 0402 SMD|1|Digi-Key|311-3.30KLRCT-ND|1000|480069|0|2.7|USD
Resistors|Yageo|RC0402FR-073KL|0402 (1005 Metric)|RES 3K OHM 1/16W 1% 0402 SMD|1|Digi-Key|311-3KLRCT-ND|1000|144384|0|2.7|USD
Resistors|Yageo|RC0402FR-0747K5L|0402 (1005 Metric)|RES 47.5K OHM 1/16W 1% 0402 SMD|2|Digi-Key|311-47.5KLRCT-ND|2000|187277|0|5.4|USD
Resistors|Yageo|RC0402FR-0775RL|0402 (1005 Metric)|RES 75.0 OHM 1/16W 1% 0402 SMD|4|Digi-Key|311-75.0LRCT-ND|4000|445016|0|9.36|USD
Resistors|Yageo|RC0402JR-070RL|0402 (1005 Metric)|RES 0.0 OHM 1/16W 0402 SMD|34|Digi-Key|311-0.0JRCT-ND|34000|4981754|0|60.52|USD
Switches|TE Connectivity|FSMRA2JH||SWITCH TACTILE SPST-NO 0.05A 12V|1|Digi-Key|450-1662-ND|1000|28225|0.09|91.35|USD
Switches|TE Connectivity|FSMRA3JH||SWITCH TACTILE SPST-NO 0.05A 12V|2|Digi-Key|450-1657-ND|2000|34677|0.09|172.2|USD
Transformers|Pulse Electronics Corporation|H5007NL||MODULE SINGLE GIGABIT LAN 24SOIC|1|Digi-Key|553-1334-ND|1000|2523|4.16|4161.5|USD
